course_name,comment_text,grade_score,course_rating,sentiment_label
Education,"Hard to follow, needs better structure.",54,4,-1
Education,"Brilliant explanations, very engaging!",6.5,4,1
Education,Excellent content but too fast-paced.,34,4,1
Education,The quizzes were unclear and frustrating.,64,2,-1
Education,A good mix of lectures and assignments.,48.5,5,-1
Education,"Neutral feeling, nothing special.",12,5,0
Education,"Neutral feeling, nothing special.",67,5,0
Education,"Hard to follow, needs better structure.",58.5,1,-1
Education,"Hard to follow, needs better structure.",1.5,5,-1
Education,The quizzes were unclear and frustrating.,90.5,5,-1
Education,I found the materials a bit confusing and poorly organized.,6.5,5,-1
Education,"Hard to follow, needs better structure.",40.5,5,-1
Education,I found the materials a bit confusing and poorly organized.,22,4,-1
Education,A good mix of lectures and assignments.,84,4,-1
Education,The course is very informative and the instructor is great.,15,5,1
Education,"Too theoretical, lacked real-world examples.",89.5,1,-1
Education,"Hard to follow, needs better structure.",75.5,2,-1
Education,Excellent content but too fast-paced.,15,4,1
Education,"Too theoretical, lacked real-world examples.",11,1,-1
Education,I found the materials a bit confusing and poorly organized.,41.5,5,-1
Education,A good mix of lectures and assignments.,60,3,-1
Education,Excellent content but too fast-paced.,72,2,1
Education,"Too theoretical, lacked real-world examples.",13.5,4,-1
Education,The course is very informative and the instructor is great.,0,5,1
Education,Loved the depth and historical insights!,99.5,5,1
Education,A good mix of lectures and assignments.,58,3,-1
Education,"Hard to follow, needs better structure.",95,5,-1
Education,I found the materials a bit confusing and poorly organized.,13.5,3,-1
Education,"Hard to follow, needs better structure.",48.5,5,-1
Education,The course is very informative and the instructor is great.,44.5,1,1
Education,"Hard to follow, needs better structure.",55,1,-1
Education,The course is very informative and the instructor is great.,26,1,1
Education,I found the materials a bit confusing and poorly organized.,24.5,5,-1
Education,Loved the depth and historical insights!,38,3,1
Education,Loved the depth and historical insights!,98.5,2,1
Education,"Too theoretical, lacked real-world examples.",66,3,-1
Education,A good mix of lectures and assignments.,10.5,5,-1
Education,"Brilliant explanations, very engaging!",12,3,1
Education,"Too theoretical, lacked real-world examples.",48.5,1,-1
Education,The course is very informative and the instructor is great.,0,2,1
Education,The quizzes were unclear and frustrating.,91.5,1,-1
Education,"Neutral feeling, nothing special.",53.5,3,0
Education,"Too theoretical, lacked real-world examples.",3,3,-1
Education,The quizzes were unclear and frustrating.,83,5,-1
Education,"Hard to follow, needs better structure.",48.5,4,-1
Education,A good mix of lectures and assignments.,24.5,2,-1
Education,I found the materials a bit confusing and poorly organized.,22.5,1,-1
Education,Excellent content but too fast-paced.,54,3,1
Education,I found the materials a bit confusing and poorly organized.,28.5,3,-1
Education,A good mix of lectures and assignments.,5.5,4,-1
Education,I found the materials a bit confusing and poorly organized.,97,3,-1
Education,"Too theoretical, lacked real-world examples.",50,2,-1
Education,A good mix of lectures and assignments.,8,4,-1
Education,A good mix of lectures and assignments.,79,5,-1
Education,"Brilliant explanations, very engaging!",79.5,3,1
Education,I found the materials a bit confusing and poorly organized.,20.5,2,-1
Education,The course is very informative and the instructor is great.,56.5,4,1
Education,I found the materials a bit confusing and poorly organized.,55,5,-1
Education,The course is very informative and the instructor is great.,2,5,1
Education,"Brilliant explanations, very engaging!",1,1,1
Education,"Neutral feeling, nothing special.",18.5,4,0
Education,Loved the depth and historical insights!,55.5,5,1
Education,I found the materials a bit confusing and poorly organized.,50.5,3,-1
Education,"Neutral feeling, nothing special.",4.5,4,0
Education,Excellent content but too fast-paced.,38,3,1
Education,"Neutral feeling, nothing special.",93.5,4,0
Education,"Brilliant explanations, very engaging!",20,3,1
Education,"Neutral feeling, nothing special.",52,4,0
Education,I found the materials a bit confusing and poorly organized.,54.5,3,-1
Education,"Brilliant explanations, very engaging!",82.5,3,1
Education,I found the materials a bit confusing and poorly organized.,15.5,2,-1
Education,The course is very informative and the instructor is great.,8,2,1
Education,A good mix of lectures and assignments.,45,4,-1
Education,The quizzes were unclear and frustrating.,0.5,1,-1
Education,"Neutral feeling, nothing special.",49,1,0
Education,I found the materials a bit confusing and poorly organized.,3,5,-1
Education,The quizzes were unclear and frustrating.,99,2,-1
Education,Loved the depth and historical insights!,26,4,1
Education,The course is very informative and the instructor is great.,54,2,1
Education,"Brilliant explanations, very engaging!",53.5,4,1
Education,A good mix of lectures and assignments.,51.5,4,-1
Education,I found the materials a bit confusing and poorly organized.,39,2,-1
Education,Loved the depth and historical insights!,89,3,1
Education,Loved the depth and historical insights!,63.5,5,1
Education,Excellent content but too fast-paced.,65,2,1
Education,A good mix of lectures and assignments.,88.5,3,-1
Education,Excellent content but too fast-paced.,26,4,1
Education,Loved the depth and historical insights!,34,1,1
Education,"Too theoretical, lacked real-world examples.",14,5,-1
Education,A good mix of lectures and assignments.,33,3,-1
Education,Excellent content but too fast-paced.,80.5,4,1
Education,Excellent content but too fast-paced.,16.5,1,1
Education,"Brilliant explanations, very engaging!",28.5,2,1
Education,A good mix of lectures and assignments.,37.5,3,-1
Education,Loved the depth and historical insights!,92,3,1
Education,A good mix of lectures and assignments.,6,3,-1
Education,Loved the depth and historical insights!,99,4,1
Education,The quizzes were unclear and frustrating.,0.5,1,-1
Education,"Too theoretical, lacked real-world examples.",61,1,-1
Education,"Too theoretical, lacked real-world examples.",17,3,-1
Education,"Hard to follow, needs better structure.",60.5,4,-1
Education,"Too theoretical, lacked real-world examples.",43,4,-1
Education,"Too theoretical, lacked real-world examples.",42.5,5,-1
Education,I found the materials a bit confusing and poorly organized.,29,1,-1
Education,I found the materials a bit confusing and poorly organized.,86,4,-1
Education,"Too theoretical, lacked real-world examples.",4.5,1,-1
Education,A good mix of lectures and assignments.,27,4,-1
Education,Loved the depth and historical insights!,13,4,1
Education,"Too theoretical, lacked real-world examples.",80.5,3,-1
Education,The quizzes were unclear and frustrating.,82.5,2,-1
Education,The course is very informative and the instructor is great.,51,3,1
Education,The course is very informative and the instructor is great.,96.5,3,1
Education,"Neutral feeling, nothing special.",82.5,5,0
Education,"Brilliant explanations, very engaging!",7,5,1
Education,"Neutral feeling, nothing special.",81.5,2,0
Education,The course is very informative and the instructor is great.,84,5,1
Education,Excellent content but too fast-paced.,50.5,5,1
Education,"Brilliant explanations, very engaging!",27.5,4,1
Education,A good mix of lectures and assignments.,45.5,2,-1
Education,Loved the depth and historical insights!,2.5,1,1
Education,"Too theoretical, lacked real-world examples.",53,3,-1
Education,The course is very informative and the instructor is great.,25.5,2,1
Education,The quizzes were unclear and frustrating.,35.5,2,-1
Education,The course is very informative and the instructor is great.,95.5,5,1
Education,A good mix of lectures and assignments.,71,3,-1
Education,Loved the depth and historical insights!,70.5,4,1
Education,Excellent content but too fast-paced.,18,1,1
Education,The course is very informative and the instructor is great.,13,1,1
Education,A good mix of lectures and assignments.,56.5,5,-1
Education,A good mix of lectures and assignments.,33.5,4,-1
Education,"Too theoretical, lacked real-world examples.",78,5,-1
Education,"Brilliant explanations, very engaging!",6,5,1
Education,"Brilliant explanations, very engaging!",48.5,5,1
Education,"Brilliant explanations, very engaging!",59,3,1
Education,"Brilliant explanations, very engaging!",81,2,1
Education,"Hard to follow, needs better structure.",25.5,4,-1
Education,A good mix of lectures and assignments.,28.5,4,-1
Education,The quizzes were unclear and frustrating.,22,4,-1
Education,The quizzes were unclear and frustrating.,30,5,-1
Education,"Hard to follow, needs better structure.",74,5,-1
Education,"Hard to follow, needs better structure.",91,2,-1
Education,"Brilliant explanations, very engaging!",80,4,1
Education,"Brilliant explanations, very engaging!",37.5,3,1
Education,Excellent content but too fast-paced.,96,2,1
Education,The quizzes were unclear and frustrating.,14,1,-1
Education,The quizzes were unclear and frustrating.,21,3,-1
Education,"Too theoretical, lacked real-world examples.",47,3,-1
Education,A good mix of lectures and assignments.,56,3,-1
Education,"Brilliant explanations, very engaging!",33.5,2,1
Education,"Neutral feeling, nothing special.",53,1,0
Education,The course is very informative and the instructor is great.,66,4,1
Education,"Brilliant explanations, very engaging!",6.5,2,1
Education,The course is very informative and the instructor is great.,49,2,1
Education,Excellent content but too fast-paced.,61,5,1
Education,The quizzes were unclear and frustrating.,87.5,2,-1
Education,I found the materials a bit confusing and poorly organized.,35,1,-1
Education,"Neutral feeling, nothing special.",47.5,5,0
Education,"Hard to follow, needs better structure.",46,3,-1
Education,"Hard to follow, needs better structure.",55.5,1,-1
Education,The quizzes were unclear and frustrating.,88,4,-1
Education,"Brilliant explanations, very engaging!",95,5,1
Education,The course is very informative and the instructor is great.,48,3,1
Education,"Too theoretical, lacked real-world examples.",96,1,-1
Education,"Too theoretical, lacked real-world examples.",0.5,4,-1
Education,"Hard to follow, needs better structure.",83,3,-1
Education,The course is very informative and the instructor is great.,13.5,1,1
Education,Loved the depth and historical insights!,39,3,1
Education,I found the materials a bit confusing and poorly organized.,94,4,-1
Education,I found the materials a bit confusing and poorly organized.,98,4,-1
Education,A good mix of lectures and assignments.,55,4,-1
Education,Loved the depth and historical insights!,64.5,5,1
Education,"Brilliant explanations, very engaging!",47,1,1
Education,A good mix of lectures and assignments.,81.5,2,-1
Education,I found the materials a bit confusing and poorly organized.,80.5,1,-1
Education,"Too theoretical, lacked real-world examples.",43,3,-1
Education,I found the materials a bit confusing and poorly organized.,8,4,-1
Education,The course is very informative and the instructor is great.,46.5,4,1
Education,Loved the depth and historical insights!,84.5,3,1
Education,"Too theoretical, lacked real-world examples.",94.5,5,-1
Education,"Brilliant explanations, very engaging!",67.5,4,1
Education,"Too theoretical, lacked real-world examples.",25,1,-1
Education,A good mix of lectures and assignments.,91,3,-1
Education,A good mix of lectures and assignments.,80,5,-1
Education,Excellent content but too fast-paced.,39,3,1
Education,The quizzes were unclear and frustrating.,28,2,-1
Education,"Brilliant explanations, very engaging!",34.5,3,1
Education,I found the materials a bit confusing and poorly organized.,30.5,5,-1
Education,Excellent content but too fast-paced.,33,4,1
Education,I found the materials a bit confusing and poorly organized.,4,5,-1
Education,Loved the depth and historical insights!,1.5,5,1
Education,I found the materials a bit confusing and poorly organized.,53.5,4,-1
Education,The course is very informative and the instructor is great.,25.5,5,1
Education,I found the materials a bit confusing and poorly organized.,58.5,1,-1
Education,"Hard to follow, needs better structure.",48,1,-1
Education,The course is very informative and the instructor is great.,23.5,2,1
Education,"Hard to follow, needs better structure.",10,1,-1
Education,I found the materials a bit confusing and poorly organized.,52.5,4,-1
Education,A good mix of lectures and assignments.,23,2,-1
Education,"Too theoretical, lacked real-world examples.",4,4,-1
Education,Loved the depth and historical insights!,10,3,1
Education,Loved the depth and historical insights!,15.5,2,1
Education,"Neutral feeling, nothing special.",53,3,0
Education,A good mix of lectures and assignments.,36,5,-1
Education,"Hard to follow, needs better structure.",86,1,-1
Education,"Brilliant explanations, very engaging!",34,3,1
Education,"Brilliant explanations, very engaging!",95,5,1
Education,I found the materials a bit confusing and poorly organized.,31,1,-1
Education,Loved the depth and historical insights!,58,2,1
Education,I found the materials a bit confusing and poorly organized.,77.5,3,-1
Education,"Neutral feeling, nothing special.",20.5,3,0
Education,A good mix of lectures and assignments.,16.5,5,-1
Education,Loved the depth and historical insights!,97.5,1,1
Education,"Hard to follow, needs better structure.",59,3,-1
Education,The course is very informative and the instructor is great.,93.5,1,1
Education,The quizzes were unclear and frustrating.,87,5,-1
Education,"Neutral feeling, nothing special.",30,1,0
Education,Loved the depth and historical insights!,19,3,1
Education,I found the materials a bit confusing and poorly organized.,9,1,-1
Education,The course is very informative and the instructor is great.,5,4,1
Education,A good mix of lectures and assignments.,52.5,5,-1
Education,Excellent content but too fast-paced.,43,1,1
Education,The course is very informative and the instructor is great.,54.5,1,1
Education,"Hard to follow, needs better structure.",31,5,-1
Education,I found the materials a bit confusing and poorly organized.,12.5,5,-1
Education,"Brilliant explanations, very engaging!",88.5,1,1
Education,I found the materials a bit confusing and poorly organized.,43,1,-1
Education,"Neutral feeling, nothing special.",4.5,3,0
Education,"Too theoretical, lacked real-world examples.",24,5,-1
Education,"Brilliant explanations, very engaging!",15.5,5,1
Education,Loved the depth and historical insights!,74,4,1
Education,I found the materials a bit confusing and poorly organized.,12,1,-1
Education,A good mix of lectures and assignments.,70,1,-1
Education,The quizzes were unclear and frustrating.,82.5,4,-1
Education,Excellent content but too fast-paced.,14,4,1
Education,"Hard to follow, needs better structure.",73.5,5,-1
Education,"Brilliant explanations, very engaging!",32,4,1
Education,The quizzes were unclear and frustrating.,33.5,5,-1
Education,I found the materials a bit confusing and poorly organized.,56.5,2,-1
Education,"Brilliant explanations, very engaging!",99.5,1,1
Education,"Too theoretical, lacked real-world examples.",68.5,4,-1
Education,A good mix of lectures and assignments.,56.5,5,-1
Education,I found the materials a bit confusing and poorly organized.,7,4,-1
Education,A good mix of lectures and assignments.,43.5,4,-1
Education,A good mix of lectures and assignments.,65.5,5,-1
Education,I found the materials a bit confusing and poorly organized.,63.5,1,-1
Education,The course is very informative and the instructor is great.,38.5,4,1
Education,"Brilliant explanations, very engaging!",84.5,3,1
Education,"Too theoretical, lacked real-world examples.",16.5,2,-1
Education,"Brilliant explanations, very engaging!",52.5,2,1
Education,"Brilliant explanations, very engaging!",22.5,5,1
Education,"Hard to follow, needs better structure.",9.5,5,-1
Education,"Neutral feeling, nothing special.",17,5,0
Education,Excellent content but too fast-paced.,89.5,4,1
Education,"Neutral feeling, nothing special.",81.5,5,0
Education,The course is very informative and the instructor is great.,25.5,5,1
Education,"Hard to follow, needs better structure.",53,4,-1
Education,The quizzes were unclear and frustrating.,55.5,2,-1
Education,"Neutral feeling, nothing special.",99,1,0
Education,"Neutral feeling, nothing special.",72,3,0
Education,Loved the depth and historical insights!,61.5,3,1
Education,The quizzes were unclear and frustrating.,44,3,-1
Education,Loved the depth and historical insights!,97.5,4,1
Education,Loved the depth and historical insights!,42.5,3,1
Education,Loved the depth and historical insights!,38.5,3,1
Education,The quizzes were unclear and frustrating.,31,2,-1
Education,Excellent content but too fast-paced.,14,5,1
Education,I found the materials a bit confusing and poorly organized.,95,5,-1
Education,Loved the depth and historical insights!,59.5,5,1
Education,The quizzes were unclear and frustrating.,75.5,3,-1
Education,A good mix of lectures and assignments.,82,2,-1
Education,"Hard to follow, needs better structure.",3.5,3,-1
Education,Excellent content but too fast-paced.,88.5,5,1
Education,Loved the depth and historical insights!,43.5,1,1
Education,"Neutral feeling, nothing special.",89,1,0
Education,Loved the depth and historical insights!,77,4,1
Education,I found the materials a bit confusing and poorly organized.,50.5,3,-1
Education,"Neutral feeling, nothing special.",90,3,0
Education,A good mix of lectures and assignments.,77.5,5,-1
Education,"Hard to follow, needs better structure.",90.5,1,-1
Education,I found the materials a bit confusing and poorly organized.,72.5,3,-1
Education,The course is very informative and the instructor is great.,98.5,3,1
Education,Loved the depth and historical insights!,54,2,1
Education,The course is very informative and the instructor is great.,9,4,1
Education,Loved the depth and historical insights!,4,5,1
Education,"Too theoretical, lacked real-world examples.",93.5,3,-1
Education,The course is very informative and the instructor is great.,21,1,1
Education,"Brilliant explanations, very engaging!",85,1,1
Education,"Hard to follow, needs better structure.",49,3,-1
Education,The quizzes were unclear and frustrating.,79.5,3,-1
Education,"Too theoretical, lacked real-world examples.",59,2,-1
Education,The quizzes were unclear and frustrating.,13.5,4,-1
Education,I found the materials a bit confusing and poorly organized.,22,2,-1
Education,Loved the depth and historical insights!,72.5,1,1
Education,"Neutral feeling, nothing special.",53.5,2,0
Education,"Hard to follow, needs better structure.",89,2,-1
Education,The course is very informative and the instructor is great.,96.5,3,1
Education,"Neutral feeling, nothing special.",38,3,0
Education,"Too theoretical, lacked real-world examples.",46,1,-1
Education,Excellent content but too fast-paced.,37,2,1
Education,"Hard to follow, needs better structure.",57.5,5,-1
Education,Excellent content but too fast-paced.,67.5,4,1
Education,"Brilliant explanations, very engaging!",36.5,1,1
Education,"Hard to follow, needs better structure.",53.5,5,-1
Education,"Brilliant explanations, very engaging!",11.5,2,1
Education,"Hard to follow, needs better structure.",70.5,2,-1
Education,The course is very informative and the instructor is great.,28,3,1
Education,The quizzes were unclear and frustrating.,2,5,-1
Education,The course is very informative and the instructor is great.,99,4,1
Education,I found the materials a bit confusing and poorly organized.,51.5,1,-1
Education,"Brilliant explanations, very engaging!",90,2,1
Education,"Brilliant explanations, very engaging!",49,4,1
Education,"Neutral feeling, nothing special.",60,3,0
Education,"Too theoretical, lacked real-world examples.",92.5,4,-1
Education,Loved the depth and historical insights!,31,3,1
Education,"Hard to follow, needs better structure.",55,5,-1
Education,"Neutral feeling, nothing special.",61,1,0
Education,Excellent content but too fast-paced.,20.5,5,1
Education,I found the materials a bit confusing and poorly organized.,63.5,3,-1
Education,"Too theoretical, lacked real-world examples.",64.5,3,-1
Education,"Brilliant explanations, very engaging!",35,1,1
Education,"Brilliant explanations, very engaging!",12.5,1,1
Education,I found the materials a bit confusing and poorly organized.,27,5,-1
Education,The course is very informative and the instructor is great.,33,2,1
Education,"Neutral feeling, nothing special.",72.5,2,0
Education,The quizzes were unclear and frustrating.,8.5,4,-1
Education,"Hard to follow, needs better structure.",92.5,3,-1
Education,Excellent content but too fast-paced.,66,2,1
Education,"Neutral feeling, nothing special.",96,3,0
Education,I found the materials a bit confusing and poorly organized.,29,3,-1
Education,A good mix of lectures and assignments.,67,5,-1
Education,"Neutral feeling, nothing special.",7.5,4,0
Education,"Neutral feeling, nothing special.",16.5,3,0
Education,The quizzes were unclear and frustrating.,5,1,-1
Education,"Brilliant explanations, very engaging!",12,2,1
Education,Excellent content but too fast-paced.,36.5,1,1
Education,A good mix of lectures and assignments.,68,4,-1
Education,Excellent content but too fast-paced.,22.5,2,1
Education,Loved the depth and historical insights!,53,4,1
Education,"Brilliant explanations, very engaging!",20.5,3,1
Education,"Neutral feeling, nothing special.",13,1,0
Education,A good mix of lectures and assignments.,48,5,-1
Education,"Too theoretical, lacked real-world examples.",64,2,-1
Education,"Brilliant explanations, very engaging!",27,3,1
Education,Loved the depth and historical insights!,2.5,4,1
Education,"Too theoretical, lacked real-world examples.",13.5,4,-1
Education,I found the materials a bit confusing and poorly organized.,37,2,-1
Education,"Neutral feeling, nothing special.",81.5,3,0
Education,The course is very informative and the instructor is great.,28.5,3,1
Education,A good mix of lectures and assignments.,89.5,4,-1
Education,"Too theoretical, lacked real-world examples.",96.5,2,-1
Education,"Hard to follow, needs better structure.",33,4,-1
Education,Excellent content but too fast-paced.,80,5,1
Education,"Hard to follow, needs better structure.",89.5,5,-1
Education,The course is very informative and the instructor is great.,23,3,1
Education,Excellent content but too fast-paced.,10.5,2,1
Education,The course is very informative and the instructor is great.,17.5,4,1
Education,A good mix of lectures and assignments.,2,4,-1
Education,"Too theoretical, lacked real-world examples.",97,5,-1
Education,"Hard to follow, needs better structure.",34,5,-1
Education,I found the materials a bit confusing and poorly organized.,52,2,-1
Education,I found the materials a bit confusing and poorly organized.,12,3,-1
Education,Loved the depth and historical insights!,70.5,5,1
Education,I found the materials a bit confusing and poorly organized.,90.5,4,-1
Education,The course is very informative and the instructor is great.,84,3,1
Education,I found the materials a bit confusing and poorly organized.,45.5,2,-1
Education,The quizzes were unclear and frustrating.,60,1,-1
Education,The quizzes were unclear and frustrating.,97,3,-1
Education,Excellent content but too fast-paced.,66.5,1,1
Education,Excellent content but too fast-paced.,75,2,1
Education,"Neutral feeling, nothing special.",86,4,0
Education,A good mix of lectures and assignments.,75,3,-1
Education,The course is very informative and the instructor is great.,72,5,1
Education,"Neutral feeling, nothing special.",85,2,0
Education,"Hard to follow, needs better structure.",55.5,2,-1
Education,I found the materials a bit confusing and poorly organized.,93.5,2,-1
Education,Excellent content but too fast-paced.,5.5,1,1
Education,"Hard to follow, needs better structure.",86,1,-1
Education,The quizzes were unclear and frustrating.,35.5,3,-1
Education,The course is very informative and the instructor is great.,68,1,1
Education,"Too theoretical, lacked real-world examples.",59,5,-1
Education,"Too theoretical, lacked real-world examples.",98,2,-1
Education,"Hard to follow, needs better structure.",24.5,3,-1
Education,"Too theoretical, lacked real-world examples.",63,2,-1
Education,"Hard to follow, needs better structure.",67,2,-1
Education,I found the materials a bit confusing and poorly organized.,97.5,5,-1
Education,"Brilliant explanations, very engaging!",92.5,5,1
Education,I found the materials a bit confusing and poorly organized.,72,4,-1
Education,"Neutral feeling, nothing special.",95.5,2,0
Education,Excellent content but too fast-paced.,69.5,4,1
Education,"Too theoretical, lacked real-world examples.",82,2,-1
Education,I found the materials a bit confusing and poorly organized.,75.5,1,-1
Education,Excellent content but too fast-paced.,49,5,1
Education,The course is very informative and the instructor is great.,94,2,1
Education,Loved the depth and historical insights!,38,3,1
Education,The quizzes were unclear and frustrating.,22,5,-1
Education,The quizzes were unclear and frustrating.,92.5,4,-1
Education,The course is very informative and the instructor is great.,17,2,1
Education,"Neutral feeling, nothing special.",63,2,0
Education,A good mix of lectures and assignments.,38,5,-1
Education,"Hard to follow, needs better structure.",31,1,-1
Education,I found the materials a bit confusing and poorly organized.,99,5,-1
Education,The quizzes were unclear and frustrating.,71,5,-1
Education,"Neutral feeling, nothing special.",28.5,3,0
Education,Loved the depth and historical insights!,73.5,5,1
Education,"Too theoretical, lacked real-world examples.",30.5,1,-1
Education,Excellent content but too fast-paced.,4.5,1,1
Education,Excellent content but too fast-paced.,63,2,1
Education,"Neutral feeling, nothing special.",76,3,0
Education,Loved the depth and historical insights!,22.5,2,1
Education,"Brilliant explanations, very engaging!",97,2,1
Education,A good mix of lectures and assignments.,48.5,3,-1
Education,Loved the depth and historical insights!,33.5,3,1
Education,"Hard to follow, needs better structure.",68,3,-1
Education,"Too theoretical, lacked real-world examples.",39.5,2,-1
Education,"Hard to follow, needs better structure.",100,2,-1
Education,Excellent content but too fast-paced.,23,3,1
Education,A good mix of lectures and assignments.,19.5,5,-1
Education,The quizzes were unclear and frustrating.,15.5,5,-1
Education,"Too theoretical, lacked real-world examples.",80.5,2,-1
Education,"Neutral feeling, nothing special.",21.5,2,0
Education,"Neutral feeling, nothing special.",10.5,5,0
Education,Excellent content but too fast-paced.,24,5,1
Education,The course is very informative and the instructor is great.,4.5,5,1
Education,Loved the depth and historical insights!,51,4,1
Education,"Brilliant explanations, very engaging!",97,4,1
Education,I found the materials a bit confusing and poorly organized.,89,2,-1
Education,"Hard to follow, needs better structure.",61,2,-1
Education,"Brilliant explanations, very engaging!",8,5,1
Education,"Too theoretical, lacked real-world examples.",44,3,-1
Education,Excellent content but too fast-paced.,72.5,3,1
Education,I found the materials a bit confusing and poorly organized.,94.5,2,-1
Education,Excellent content but too fast-paced.,46.5,4,1
Education,"Brilliant explanations, very engaging!",98,1,1
Education,The quizzes were unclear and frustrating.,75,2,-1
Education,"Too theoretical, lacked real-world examples.",7.5,3,-1
Education,"Brilliant explanations, very engaging!",42.5,4,1
Education,I found the materials a bit confusing and poorly organized.,21.5,4,-1
Education,Excellent content but too fast-paced.,10.5,1,1
Education,"Neutral feeling, nothing special.",17.5,3,0
Education,Excellent content but too fast-paced.,82,3,1
Education,"Too theoretical, lacked real-world examples.",0,3,-1
Education,Excellent content but too fast-paced.,40.5,1,1
Education,"Neutral feeling, nothing special.",64,4,0
Education,The course is very informative and the instructor is great.,59,5,1
Education,Excellent content but too fast-paced.,3.5,3,1
Education,The quizzes were unclear and frustrating.,26,2,-1
Education,Loved the depth and historical insights!,75.5,3,1
Education,The course is very informative and the instructor is great.,22.5,4,1
Education,"Neutral feeling, nothing special.",15,1,0
Education,The course is very informative and the instructor is great.,88.5,1,1
Education,"Hard to follow, needs better structure.",0,3,-1
Education,The quizzes were unclear and frustrating.,91,2,-1
Education,A good mix of lectures and assignments.,57,2,-1
Education,"Too theoretical, lacked real-world examples.",58.5,3,-1
Education,The course is very informative and the instructor is great.,79.5,5,1
Education,"Hard to follow, needs better structure.",12.5,3,-1
Education,The course is very informative and the instructor is great.,78.5,3,1
Education,Loved the depth and historical insights!,85,4,1
Education,Loved the depth and historical insights!,83.5,3,1
Education,Loved the depth and historical insights!,47,1,1
Education,The quizzes were unclear and frustrating.,26,5,-1
Education,The course is very informative and the instructor is great.,79.5,5,1
Education,"Too theoretical, lacked real-world examples.",51.5,4,-1
Education,"Hard to follow, needs better structure.",2,2,-1
Education,I found the materials a bit confusing and poorly organized.,50,2,-1
Education,"Hard to follow, needs better structure.",96,1,-1
Education,"Brilliant explanations, very engaging!",24,1,1
Education,The quizzes were unclear and frustrating.,7,2,-1
Education,The quizzes were unclear and frustrating.,65,3,-1
Education,The course is very informative and the instructor is great.,66.5,5,1
Education,"Hard to follow, needs better structure.",86,5,-1
Education,"Too theoretical, lacked real-world examples.",62,5,-1
Education,A good mix of lectures and assignments.,74.5,2,-1
Education,"Brilliant explanations, very engaging!",64.5,5,1
Education,"Neutral feeling, nothing special.",15,5,0
Education,"Brilliant explanations, very engaging!",2.5,5,1
Education,A good mix of lectures and assignments.,98,5,-1
Education,"Brilliant explanations, very engaging!",67.5,1,1
Education,The course is very informative and the instructor is great.,27.5,4,1
Education,"Too theoretical, lacked real-world examples.",77.5,2,-1
Education,"Neutral feeling, nothing special.",65,2,0
Education,"Neutral feeling, nothing special.",65,4,0
Education,Loved the depth and historical insights!,46,1,1
Education,"Neutral feeling, nothing special.",50,1,0
Education,Excellent content but too fast-paced.,73.5,3,1
Education,Excellent content but too fast-paced.,39.5,1,1
Education,"Too theoretical, lacked real-world examples.",17.5,3,-1
Education,I found the materials a bit confusing and poorly organized.,92.5,4,-1
Education,The quizzes were unclear and frustrating.,64,5,-1
Education,"Hard to follow, needs better structure.",70.5,5,-1
Education,The quizzes were unclear and frustrating.,24.5,4,-1
Education,"Brilliant explanations, very engaging!",44,3,1
Education,The quizzes were unclear and frustrating.,7.5,1,-1
Education,Loved the depth and historical insights!,96.5,2,1
Education,The course is very informative and the instructor is great.,43,1,1
Education,Loved the depth and historical insights!,100,5,1
Education,Excellent content but too fast-paced.,52,1,1
Education,Loved the depth and historical insights!,66,4,1
Education,The quizzes were unclear and frustrating.,21,2,-1
Education,"Brilliant explanations, very engaging!",53,3,1
Education,Loved the depth and historical insights!,64.5,4,1
Education,Loved the depth and historical insights!,43.5,3,1
Education,Loved the depth and historical insights!,47.5,1,1
Education,A good mix of lectures and assignments.,39.5,1,-1
Education,The course is very informative and the instructor is great.,51.5,1,1
Education,Loved the depth and historical insights!,14.5,3,1
Education,I found the materials a bit confusing and poorly organized.,12,1,-1
Education,"Brilliant explanations, very engaging!",76.5,1,1
Education,Excellent content but too fast-paced.,44.5,4,1
Education,The quizzes were unclear and frustrating.,28,4,-1
Education,"Neutral feeling, nothing special.",28.5,3,0
Education,A good mix of lectures and assignments.,2,4,-1
Education,"Too theoretical, lacked real-world examples.",91.5,2,-1
Education,The quizzes were unclear and frustrating.,12,3,-1
Education,"Hard to follow, needs better structure.",9,1,-1
Education,A good mix of lectures and assignments.,3.5,1,-1
Education,"Too theoretical, lacked real-world examples.",90.5,2,-1
Education,I found the materials a bit confusing and poorly organized.,37,1,-1
Education,"Brilliant explanations, very engaging!",9.5,4,1
Education,Excellent content but too fast-paced.,18,2,1
Education,"Neutral feeling, nothing special.",88,1,0
Education,I found the materials a bit confusing and poorly organized.,34,1,-1
Education,A good mix of lectures and assignments.,92,3,-1
Education,"Neutral feeling, nothing special.",1.5,4,0
Education,A good mix of lectures and assignments.,74,5,-1
Education,The quizzes were unclear and frustrating.,53,1,-1
Education,"Hard to follow, needs better structure.",74,3,-1
Education,"Brilliant explanations, very engaging!",10.5,2,1
Education,The course is very informative and the instructor is great.,69.5,2,1
Education,"Brilliant explanations, very engaging!",94.5,2,1
Education,Loved the depth and historical insights!,88.5,1,1
Education,I found the materials a bit confusing and poorly organized.,63.5,5,-1
Education,"Brilliant explanations, very engaging!",38,4,1
Education,"Too theoretical, lacked real-world examples.",50.5,2,-1
Education,Excellent content but too fast-paced.,98.5,4,1
Education,A good mix of lectures and assignments.,19,2,-1
