course_name,comment_text,grade_score,course_rating,sentiment_label
Art of Negotiation,A good mix of lectures and assignments.,55.88,2,-1
Art of Negotiation,Excellent content but too fast-paced.,57.63,5,1
Art of Negotiation,"Neutral feeling, nothing special.",40.24,2,0
Art of Negotiation,"Hard to follow, needs better structure.",79.95,1,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",96.72,1,-1
Art of Negotiation,The course is very informative and the instructor is great.,79.12,3,1
Art of Negotiation,"Brilliant explanations, very engaging!",51.07,4,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,80.02,4,-1
Art of Negotiation,The quizzes were unclear and frustrating.,63.56,5,-1
Art of Negotiation,"Neutral feeling, nothing special.",79.93,1,0
Art of Negotiation,"Too theoretical, lacked real-world examples.",83.92,1,-1
Art of Negotiation,The course is very informative and the instructor is great.,85.18,4,1
Art of Negotiation,A good mix of lectures and assignments.,92.83,3,-1
Art of Negotiation,"Brilliant explanations, very engaging!",74.63,5,1
Art of Negotiation,A good mix of lectures and assignments.,49.09,4,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,55.75,3,-1
Art of Negotiation,"Brilliant explanations, very engaging!",83.92,4,1
Art of Negotiation,"Hard to follow, needs better structure.",49.28,1,-1
Art of Negotiation,Excellent content but too fast-paced.,88.31,5,1
Art of Negotiation,The quizzes were unclear and frustrating.,48.16,5,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",59.87,2,-1
Art of Negotiation,A good mix of lectures and assignments.,77.56,5,-1
Art of Negotiation,Excellent content but too fast-paced.,90.86,4,1
Art of Negotiation,Loved the depth and historical insights!,66.75,1,1
Art of Negotiation,"Hard to follow, needs better structure.",41.67,2,-1
Art of Negotiation,The quizzes were unclear and frustrating.,97.42,4,-1
Art of Negotiation,The course is very informative and the instructor is great.,89.77,5,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",45.99,3,-1
Art of Negotiation,Excellent content but too fast-paced.,64.31,5,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,70.52,2,-1
Art of Negotiation,"Neutral feeling, nothing special.",80.68,5,0
Art of Negotiation,I found the materials a bit confusing and poorly organized.,87.49,5,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",86.09,1,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",60.47,4,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,85.66,3,-1
Art of Negotiation,The quizzes were unclear and frustrating.,52.31,2,-1
Art of Negotiation,"Brilliant explanations, very engaging!",56.28,3,1
Art of Negotiation,The course is very informative and the instructor is great.,69.8,2,1
Art of Negotiation,The quizzes were unclear and frustrating.,60.78,3,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,92.48,2,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,91.81,3,-1
Art of Negotiation,Loved the depth and historical insights!,59.43,3,1
Art of Negotiation,Loved the depth and historical insights!,42,4,1
Art of Negotiation,Excellent content but too fast-paced.,53.83,3,1
Art of Negotiation,Loved the depth and historical insights!,83.61,5,1
Art of Negotiation,"Hard to follow, needs better structure.",95.79,4,-1
Art of Negotiation,The quizzes were unclear and frustrating.,88.75,4,-1
Art of Negotiation,Loved the depth and historical insights!,48.28,1,1
Art of Negotiation,Loved the depth and historical insights!,56.24,3,1
Art of Negotiation,"Neutral feeling, nothing special.",98.67,1,0
Art of Negotiation,"Neutral feeling, nothing special.",86.2,5,0
Art of Negotiation,"Neutral feeling, nothing special.",51.93,3,0
Art of Negotiation,The quizzes were unclear and frustrating.,89.8,2,-1
Art of Negotiation,"Neutral feeling, nothing special.",90.56,3,0
Art of Negotiation,I found the materials a bit confusing and poorly organized.,44.08,4,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",88.74,4,-1
Art of Negotiation,The quizzes were unclear and frustrating.,42.95,1,-1
Art of Negotiation,A good mix of lectures and assignments.,58.17,2,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",76.83,3,-1
Art of Negotiation,Excellent content but too fast-paced.,82.94,4,1
Art of Negotiation,Excellent content but too fast-paced.,43.99,2,1
Art of Negotiation,The course is very informative and the instructor is great.,77.07,4,1
Art of Negotiation,"Brilliant explanations, very engaging!",89.6,5,1
Art of Negotiation,"Brilliant explanations, very engaging!",75.52,3,1
Art of Negotiation,"Brilliant explanations, very engaging!",86.38,5,1
Art of Negotiation,"Brilliant explanations, very engaging!",91.87,5,1
Art of Negotiation,The course is very informative and the instructor is great.,79.46,5,1
Art of Negotiation,Loved the depth and historical insights!,65.75,3,1
Art of Negotiation,"Brilliant explanations, very engaging!",42.31,3,1
Art of Negotiation,Excellent content but too fast-paced.,91.97,1,1
Art of Negotiation,Excellent content but too fast-paced.,87.23,4,1
Art of Negotiation,"Hard to follow, needs better structure.",71.76,3,-1
Art of Negotiation,"Hard to follow, needs better structure.",98.75,2,-1
Art of Negotiation,"Neutral feeling, nothing special.",56.2,2,0
Art of Negotiation,I found the materials a bit confusing and poorly organized.,92.1,2,-1
Art of Negotiation,Loved the depth and historical insights!,41.58,3,1
Art of Negotiation,A good mix of lectures and assignments.,72.81,2,-1
Art of Negotiation,"Hard to follow, needs better structure.",78.31,1,-1
Art of Negotiation,"Brilliant explanations, very engaging!",76.47,5,1
Art of Negotiation,The course is very informative and the instructor is great.,40.99,5,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",52.66,5,-1
Art of Negotiation,The quizzes were unclear and frustrating.,96.57,2,-1
Art of Negotiation,A good mix of lectures and assignments.,79.14,1,-1
Art of Negotiation,"Hard to follow, needs better structure.",98.41,5,-1
Art of Negotiation,The course is very informative and the instructor is great.,53.14,3,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",61.94,5,-1
Art of Negotiation,"Neutral feeling, nothing special.",81.37,4,0
Art of Negotiation,Excellent content but too fast-paced.,91.8,2,1
Art of Negotiation,"Hard to follow, needs better structure.",43.98,3,-1
Art of Negotiation,"Hard to follow, needs better structure.",76.3,4,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",96.08,1,-1
Art of Negotiation,Loved the depth and historical insights!,42.02,4,1
Art of Negotiation,"Hard to follow, needs better structure.",67.99,1,-1
Art of Negotiation,"Brilliant explanations, very engaging!",53.56,3,1
Art of Negotiation,Loved the depth and historical insights!,96.51,5,1
Art of Negotiation,"Neutral feeling, nothing special.",96.21,4,0
Art of Negotiation,"Neutral feeling, nothing special.",43.68,4,0
Art of Negotiation,"Too theoretical, lacked real-world examples.",93.07,4,-1
Art of Negotiation,Loved the depth and historical insights!,97.44,5,1
Art of Negotiation,"Hard to follow, needs better structure.",69.07,2,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,47.22,5,-1
Art of Negotiation,The quizzes were unclear and frustrating.,90.25,4,-1
Art of Negotiation,A good mix of lectures and assignments.,43.49,2,-1
Art of Negotiation,"Hard to follow, needs better structure.",65.38,4,-1
Art of Negotiation,"Brilliant explanations, very engaging!",59.41,4,1
Art of Negotiation,Loved the depth and historical insights!,69.76,2,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",80.03,5,-1
Art of Negotiation,"Hard to follow, needs better structure.",87.04,5,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",86.53,5,-1
Art of Negotiation,The course is very informative and the instructor is great.,78.72,1,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,43.04,2,-1
Art of Negotiation,The quizzes were unclear and frustrating.,54.71,4,-1
Art of Negotiation,The course is very informative and the instructor is great.,75,4,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",89.42,4,-1
Art of Negotiation,Loved the depth and historical insights!,92.86,1,1
Art of Negotiation,"Neutral feeling, nothing special.",57,5,0
Art of Negotiation,"Brilliant explanations, very engaging!",96.28,3,1
Art of Negotiation,"Hard to follow, needs better structure.",54.06,1,-1
Art of Negotiation,"Brilliant explanations, very engaging!",46.15,4,1
Art of Negotiation,The course is very informative and the instructor is great.,73.74,1,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,46.06,2,-1
Art of Negotiation,"Hard to follow, needs better structure.",93.63,1,-1
Art of Negotiation,Loved the depth and historical insights!,97.36,4,1
Art of Negotiation,Loved the depth and historical insights!,53.07,2,1
Art of Negotiation,Excellent content but too fast-paced.,46.09,1,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,74.5,2,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",40.74,4,-1
Art of Negotiation,Loved the depth and historical insights!,50.98,3,1
Art of Negotiation,"Neutral feeling, nothing special.",44.83,4,0
Art of Negotiation,A good mix of lectures and assignments.,73.21,1,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",97.85,1,-1
Art of Negotiation,Excellent content but too fast-paced.,40.92,5,1
Art of Negotiation,Loved the depth and historical insights!,99.33,1,1
Art of Negotiation,A good mix of lectures and assignments.,50.9,4,-1
Art of Negotiation,Excellent content but too fast-paced.,66.96,5,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",62.61,2,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",54.11,2,-1
Art of Negotiation,"Brilliant explanations, very engaging!",46,4,1
Art of Negotiation,The course is very informative and the instructor is great.,45.67,2,1
Art of Negotiation,Loved the depth and historical insights!,90.99,1,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",92.03,4,-1
Art of Negotiation,"Brilliant explanations, very engaging!",99.88,3,1
Art of Negotiation,Loved the depth and historical insights!,54.19,5,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,46.28,2,-1
Art of Negotiation,"Neutral feeling, nothing special.",53.31,5,0
Art of Negotiation,"Hard to follow, needs better structure.",81.58,4,-1
Art of Negotiation,The quizzes were unclear and frustrating.,55.38,5,-1
Art of Negotiation,"Neutral feeling, nothing special.",87.74,1,0
Art of Negotiation,"Too theoretical, lacked real-world examples.",64.51,1,-1
Art of Negotiation,"Neutral feeling, nothing special.",70.9,5,0
Art of Negotiation,Loved the depth and historical insights!,84.1,1,1
Art of Negotiation,Excellent content but too fast-paced.,65.01,4,1
Art of Negotiation,"Hard to follow, needs better structure.",44.69,3,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",57.31,5,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",75.92,3,-1
Art of Negotiation,A good mix of lectures and assignments.,77.21,2,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,88.41,5,-1
Art of Negotiation,"Brilliant explanations, very engaging!",62.61,4,1
Art of Negotiation,Loved the depth and historical insights!,81.43,4,1
Art of Negotiation,Loved the depth and historical insights!,97.97,3,1
Art of Negotiation,A good mix of lectures and assignments.,53.92,3,-1
Art of Negotiation,"Hard to follow, needs better structure.",77.12,4,-1
Art of Negotiation,Loved the depth and historical insights!,93.97,3,1
Art of Negotiation,"Neutral feeling, nothing special.",65.15,4,0
Art of Negotiation,The course is very informative and the instructor is great.,93.52,4,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,68.65,1,-1
Art of Negotiation,"Brilliant explanations, very engaging!",45.92,2,1
Art of Negotiation,Loved the depth and historical insights!,81.16,4,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",73.69,1,-1
Art of Negotiation,"Neutral feeling, nothing special.",78.76,4,0
Art of Negotiation,"Hard to follow, needs better structure.",67.27,4,-1
Art of Negotiation,"Hard to follow, needs better structure.",67.89,4,-1
Art of Negotiation,Loved the depth and historical insights!,92.29,2,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,97.8,3,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,44.07,2,-1
Art of Negotiation,"Neutral feeling, nothing special.",86.17,1,0
Art of Negotiation,The course is very informative and the instructor is great.,55.11,5,1
Art of Negotiation,A good mix of lectures and assignments.,83.35,5,-1
Art of Negotiation,"Neutral feeling, nothing special.",87.93,1,0
Art of Negotiation,Excellent content but too fast-paced.,92.89,4,1
Art of Negotiation,"Neutral feeling, nothing special.",58.88,4,0
Art of Negotiation,I found the materials a bit confusing and poorly organized.,80.12,4,-1
Art of Negotiation,"Neutral feeling, nothing special.",44.85,5,0
Art of Negotiation,A good mix of lectures and assignments.,44.33,5,-1
Art of Negotiation,"Hard to follow, needs better structure.",92.51,4,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,69.95,3,-1
Art of Negotiation,"Hard to follow, needs better structure.",42.42,4,-1
Art of Negotiation,"Hard to follow, needs better structure.",72.05,3,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,42.54,5,-1
Art of Negotiation,Excellent content but too fast-paced.,60.78,3,1
Art of Negotiation,"Brilliant explanations, very engaging!",78.26,5,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,59.03,5,-1
Art of Negotiation,"Brilliant explanations, very engaging!",41.36,1,1
Art of Negotiation,The course is very informative and the instructor is great.,70.39,5,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,93.38,1,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,92.24,1,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,69.47,4,-1
Art of Negotiation,"Neutral feeling, nothing special.",45.42,5,0
Art of Negotiation,"Neutral feeling, nothing special.",83.6,4,0
Art of Negotiation,"Hard to follow, needs better structure.",41.9,3,-1
Art of Negotiation,The quizzes were unclear and frustrating.,74.4,1,-1
Art of Negotiation,"Brilliant explanations, very engaging!",42.45,5,1
Art of Negotiation,The course is very informative and the instructor is great.,48.74,3,1
Art of Negotiation,"Brilliant explanations, very engaging!",99.23,4,1
Art of Negotiation,Loved the depth and historical insights!,90.55,1,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",90.05,3,-1
Art of Negotiation,"Neutral feeling, nothing special.",49.81,5,0
Art of Negotiation,I found the materials a bit confusing and poorly organized.,64.48,5,-1
Art of Negotiation,The course is very informative and the instructor is great.,92.81,1,1
Art of Negotiation,The quizzes were unclear and frustrating.,66.6,3,-1
Art of Negotiation,The course is very informative and the instructor is great.,91.82,1,1
Art of Negotiation,"Brilliant explanations, very engaging!",86.01,3,1
Art of Negotiation,"Hard to follow, needs better structure.",42.03,2,-1
Art of Negotiation,The course is very informative and the instructor is great.,64.43,3,1
Art of Negotiation,"Brilliant explanations, very engaging!",52.69,2,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,78.82,4,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,91,5,-1
Art of Negotiation,Loved the depth and historical insights!,92.15,5,1
Art of Negotiation,"Neutral feeling, nothing special.",66.57,1,0
Art of Negotiation,"Neutral feeling, nothing special.",40.49,1,0
Art of Negotiation,"Too theoretical, lacked real-world examples.",84.36,5,-1
Art of Negotiation,Excellent content but too fast-paced.,68.12,1,1
Art of Negotiation,"Hard to follow, needs better structure.",60.65,4,-1
Art of Negotiation,"Neutral feeling, nothing special.",85.7,3,0
Art of Negotiation,The course is very informative and the instructor is great.,53.48,2,1
Art of Negotiation,The course is very informative and the instructor is great.,72.14,4,1
Art of Negotiation,"Neutral feeling, nothing special.",41.39,4,0
Art of Negotiation,Loved the depth and historical insights!,98.81,1,1
Art of Negotiation,The course is very informative and the instructor is great.,70.51,2,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",41.55,3,-1
Art of Negotiation,Excellent content but too fast-paced.,74.79,4,1
Art of Negotiation,"Brilliant explanations, very engaging!",56.4,3,1
Art of Negotiation,Loved the depth and historical insights!,76.08,2,1
Art of Negotiation,A good mix of lectures and assignments.,77.78,3,-1
Art of Negotiation,"Brilliant explanations, very engaging!",70.37,3,1
Art of Negotiation,"Hard to follow, needs better structure.",91.43,4,-1
Art of Negotiation,The course is very informative and the instructor is great.,75.36,3,1
Art of Negotiation,The quizzes were unclear and frustrating.,54.44,2,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",60.5,2,-1
Art of Negotiation,The quizzes were unclear and frustrating.,48.05,1,-1
Art of Negotiation,The quizzes were unclear and frustrating.,93.75,1,-1
Art of Negotiation,"Hard to follow, needs better structure.",70.43,1,-1
Art of Negotiation,The course is very informative and the instructor is great.,74.23,2,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,47.17,2,-1
Art of Negotiation,The quizzes were unclear and frustrating.,54,5,-1
Art of Negotiation,The course is very informative and the instructor is great.,46.28,1,1
Art of Negotiation,Loved the depth and historical insights!,85.63,3,1
Art of Negotiation,The course is very informative and the instructor is great.,55.64,3,1
Art of Negotiation,A good mix of lectures and assignments.,80.14,2,-1
Art of Negotiation,Excellent content but too fast-paced.,52.26,2,1
Art of Negotiation,The course is very informative and the instructor is great.,76.32,4,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,87.29,1,-1
Art of Negotiation,Excellent content but too fast-paced.,62.47,5,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,63.11,5,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,80.87,2,-1
Art of Negotiation,Loved the depth and historical insights!,57.18,2,1
Art of Negotiation,"Brilliant explanations, very engaging!",59.74,2,1
Art of Negotiation,The quizzes were unclear and frustrating.,92.67,1,-1
Art of Negotiation,The quizzes were unclear and frustrating.,58.9,4,-1
Art of Negotiation,Excellent content but too fast-paced.,69.34,5,1
Art of Negotiation,"Brilliant explanations, very engaging!",70.1,1,1
Art of Negotiation,"Hard to follow, needs better structure.",46.37,4,-1
Art of Negotiation,Excellent content but too fast-paced.,81.15,2,1
Art of Negotiation,"Brilliant explanations, very engaging!",77.26,1,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,80.54,5,-1
Art of Negotiation,"Hard to follow, needs better structure.",58.5,5,-1
Art of Negotiation,A good mix of lectures and assignments.,86.48,5,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,54.4,5,-1
Art of Negotiation,Excellent content but too fast-paced.,69.69,3,1
Art of Negotiation,"Hard to follow, needs better structure.",80.56,3,-1
Art of Negotiation,Loved the depth and historical insights!,81.13,5,1
Art of Negotiation,"Hard to follow, needs better structure.",50.78,2,-1
Art of Negotiation,The quizzes were unclear and frustrating.,70.07,3,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",57.04,1,-1
Art of Negotiation,The quizzes were unclear and frustrating.,70.7,1,-1
Art of Negotiation,Excellent content but too fast-paced.,70.9,3,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",72.84,4,-1
Art of Negotiation,The quizzes were unclear and frustrating.,44.47,5,-1
Art of Negotiation,Excellent content but too fast-paced.,87.85,5,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,85.55,1,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",41.44,1,-1
Art of Negotiation,The quizzes were unclear and frustrating.,43.55,2,-1
Art of Negotiation,"Brilliant explanations, very engaging!",42.03,3,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",97.21,3,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",47.39,3,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,77.57,3,-1
Art of Negotiation,Loved the depth and historical insights!,48.84,1,1
Art of Negotiation,Loved the depth and historical insights!,93.61,3,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,43.9,2,-1
Art of Negotiation,"Hard to follow, needs better structure.",76.57,4,-1
Art of Negotiation,Excellent content but too fast-paced.,55.43,4,1
Art of Negotiation,"Hard to follow, needs better structure.",57.15,4,-1
Art of Negotiation,The course is very informative and the instructor is great.,85.84,2,1
Art of Negotiation,"Neutral feeling, nothing special.",90.82,1,0
Art of Negotiation,I found the materials a bit confusing and poorly organized.,77.95,5,-1
Art of Negotiation,Loved the depth and historical insights!,52.9,2,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,85.07,1,-1
Art of Negotiation,The quizzes were unclear and frustrating.,46.14,3,-1
Art of Negotiation,"Hard to follow, needs better structure.",52.03,2,-1
Art of Negotiation,"Hard to follow, needs better structure.",70.16,5,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,64.33,1,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,82.44,4,-1
Art of Negotiation,The course is very informative and the instructor is great.,77.55,3,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,77.08,4,-1
Art of Negotiation,A good mix of lectures and assignments.,94.8,3,-1
Art of Negotiation,The quizzes were unclear and frustrating.,47.17,1,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,57.68,1,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",92.74,5,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",66.51,3,-1
Art of Negotiation,A good mix of lectures and assignments.,67.25,1,-1
Art of Negotiation,"Hard to follow, needs better structure.",84.99,1,-1
Art of Negotiation,Excellent content but too fast-paced.,71.03,2,1
Art of Negotiation,The quizzes were unclear and frustrating.,49.81,3,-1
Art of Negotiation,The quizzes were unclear and frustrating.,82.06,2,-1
Art of Negotiation,Excellent content but too fast-paced.,94.65,1,1
Art of Negotiation,The quizzes were unclear and frustrating.,95.8,1,-1
Art of Negotiation,The quizzes were unclear and frustrating.,93.6,4,-1
Art of Negotiation,"Neutral feeling, nothing special.",98.44,2,0
Art of Negotiation,"Brilliant explanations, very engaging!",49.67,2,1
Art of Negotiation,The course is very informative and the instructor is great.,60.03,4,1
Art of Negotiation,"Neutral feeling, nothing special.",42.94,2,0
Art of Negotiation,The course is very informative and the instructor is great.,45.93,3,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",94.63,1,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",95.94,2,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",52.47,5,-1
Art of Negotiation,Loved the depth and historical insights!,70.63,3,1
Art of Negotiation,A good mix of lectures and assignments.,83.49,4,-1
Art of Negotiation,Loved the depth and historical insights!,82.25,4,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,76.14,3,-1
Art of Negotiation,The course is very informative and the instructor is great.,95.71,4,1
Art of Negotiation,A good mix of lectures and assignments.,57.05,2,-1
Art of Negotiation,"Hard to follow, needs better structure.",49.19,4,-1
Art of Negotiation,Loved the depth and historical insights!,40.24,5,1
Art of Negotiation,Loved the depth and historical insights!,67.27,1,1
Art of Negotiation,"Brilliant explanations, very engaging!",48.06,4,1
Art of Negotiation,"Hard to follow, needs better structure.",40.71,1,-1
Art of Negotiation,A good mix of lectures and assignments.,89.29,4,-1
Art of Negotiation,The quizzes were unclear and frustrating.,56.17,5,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,48.3,2,-1
Art of Negotiation,"Hard to follow, needs better structure.",81.75,4,-1
Art of Negotiation,"Neutral feeling, nothing special.",42.34,4,0
Art of Negotiation,The course is very informative and the instructor is great.,43.42,5,1
Art of Negotiation,Loved the depth and historical insights!,61.64,4,1
Art of Negotiation,A good mix of lectures and assignments.,59.07,2,-1
Art of Negotiation,The course is very informative and the instructor is great.,72.34,1,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",66.07,2,-1
Art of Negotiation,"Neutral feeling, nothing special.",54.26,4,0
Art of Negotiation,The quizzes were unclear and frustrating.,66.12,1,-1
Art of Negotiation,"Neutral feeling, nothing special.",71.55,2,0
Art of Negotiation,"Neutral feeling, nothing special.",88.5,3,0
Art of Negotiation,"Hard to follow, needs better structure.",86.75,3,-1
Art of Negotiation,The course is very informative and the instructor is great.,59.41,3,1
Art of Negotiation,Loved the depth and historical insights!,95.54,1,1
Art of Negotiation,A good mix of lectures and assignments.,50.5,4,-1
Art of Negotiation,Excellent content but too fast-paced.,40.18,5,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,74.76,5,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",93.09,4,-1
Art of Negotiation,A good mix of lectures and assignments.,61.72,2,-1
Art of Negotiation,A good mix of lectures and assignments.,69.83,3,-1
Art of Negotiation,"Neutral feeling, nothing special.",43.46,5,0
Art of Negotiation,"Neutral feeling, nothing special.",76.38,4,0
Art of Negotiation,Loved the depth and historical insights!,99.08,2,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,80.08,2,-1
Art of Negotiation,The quizzes were unclear and frustrating.,80.13,4,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",53.5,4,-1
Art of Negotiation,"Neutral feeling, nothing special.",40.69,5,0
Art of Negotiation,The course is very informative and the instructor is great.,51.17,4,1
Art of Negotiation,The course is very informative and the instructor is great.,45.58,1,1
Art of Negotiation,Loved the depth and historical insights!,59.87,3,1
Art of Negotiation,The course is very informative and the instructor is great.,95.04,3,1
Art of Negotiation,The quizzes were unclear and frustrating.,78.98,3,-1
Art of Negotiation,The course is very informative and the instructor is great.,91.49,4,1
Art of Negotiation,Loved the depth and historical insights!,97.44,5,1
Art of Negotiation,Loved the depth and historical insights!,88.24,3,1
Art of Negotiation,A good mix of lectures and assignments.,49.81,4,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",96.6,4,-1
Art of Negotiation,Loved the depth and historical insights!,40.68,4,1
Art of Negotiation,The course is very informative and the instructor is great.,76.44,3,1
Art of Negotiation,"Neutral feeling, nothing special.",42.88,1,0
Art of Negotiation,"Too theoretical, lacked real-world examples.",76.13,2,-1
Art of Negotiation,Loved the depth and historical insights!,46.35,4,1
Art of Negotiation,"Hard to follow, needs better structure.",55.45,2,-1
Art of Negotiation,Excellent content but too fast-paced.,43.46,2,1
Art of Negotiation,The course is very informative and the instructor is great.,86.85,4,1
Art of Negotiation,Excellent content but too fast-paced.,89.59,2,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,53.75,2,-1
Art of Negotiation,Loved the depth and historical insights!,84.42,2,1
Art of Negotiation,Excellent content but too fast-paced.,89.74,3,1
Art of Negotiation,Loved the depth and historical insights!,83.16,3,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",90.24,2,-1
Art of Negotiation,"Hard to follow, needs better structure.",44.05,2,-1
Art of Negotiation,"Brilliant explanations, very engaging!",83.46,2,1
Art of Negotiation,"Too theoretical, lacked real-world examples.",81.57,4,-1
Art of Negotiation,"Brilliant explanations, very engaging!",88.57,1,1
Art of Negotiation,Loved the depth and historical insights!,98.13,5,1
Art of Negotiation,A good mix of lectures and assignments.,40.32,2,-1
Art of Negotiation,A good mix of lectures and assignments.,46.05,1,-1
Art of Negotiation,"Neutral feeling, nothing special.",72.6,2,0
Art of Negotiation,"Too theoretical, lacked real-world examples.",79.04,2,-1
Art of Negotiation,"Too theoretical, lacked real-world examples.",58.99,5,-1
Art of Negotiation,The course is very informative and the instructor is great.,57.99,5,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,86.61,4,-1
Art of Negotiation,The quizzes were unclear and frustrating.,50.78,1,-1
Art of Negotiation,The course is very informative and the instructor is great.,95.49,5,1
Art of Negotiation,The quizzes were unclear and frustrating.,44.18,2,-1
Art of Negotiation,A good mix of lectures and assignments.,54.18,3,-1
Art of Negotiation,Excellent content but too fast-paced.,60,4,1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,67.17,4,-1
Art of Negotiation,"Neutral feeling, nothing special.",54.45,5,0
Art of Negotiation,"Hard to follow, needs better structure.",75.17,3,-1
Art of Negotiation,"Brilliant explanations, very engaging!",70.38,1,1
Art of Negotiation,The quizzes were unclear and frustrating.,44.2,5,-1
Art of Negotiation,I found the materials a bit confusing and poorly organized.,41.33,4,-1
Art of Negotiation,Loved the depth and historical insights!,90.19,1,1
Art of Negotiation,Excellent content but too fast-paced.,83.14,5,1
Art of Negotiation,The course is very informative and the instructor is great.,97.26,3,1
Art of Negotiation,The course is very informative and the instructor is great.,93.64,5,1
Art of Negotiation,The course is very informative and the instructor is great.,64.94,5,1
Art of Negotiation,Loved the depth and historical insights!,69.66,2,1
Art of Negotiation,The course is very informative and the instructor is great.,62.81,4,1
Art of Negotiation,"Brilliant explanations, very engaging!",96.6,5,1
Art of Negotiation,"Hard to follow, needs better structure.",70.09,4,-1
